"uf","localidade","faixa_inicio","faixa_fim","situacao","tipo_faixa"
"MG","Chiador","36630-000","36639-999","Não codificada por logradouros","Total do município"
"MG","Cipotânea","36265-000","36269-999","Não codificada por logradouros","Total do município"
"MG","Claraval","37997-000","37999-999","Não codificada por logradouros","Total do município"
"MG","Claro dos Poções","39380-000","39386-999","Não codificada por logradouros","Total do município"
"MG","Cláudio","35530-000","35533-999","Não codificada por logradouros","Total do município"
"MG","Coimbra","36550-000","36554-999","Não codificada por logradouros","Total do município"
"MG","Coluna","39770-000","39774-999","Não codificada por logradouros","Total do município"
"MG","Comendador Gomes","38250-000","38259-999","Não codificada por logradouros","Total do município"
"MG","Comercinho","39628-000","39629-999","Não codificada por logradouros","Total do município"
"MG","Conceição da Aparecida","37148-000","37149-999","Não codificada por logradouros","Total do município"
"MG","Conceição da Barra de Minas","36360-000","36369-999","Não codificada por logradouros","Total do município"
"MG","Conceição das Alagoas","38120-000","38129-999","Não codificada por logradouros","Total do município"
"MG","Conceição das Pedras","37527-000","37529-999","Não codificada por logradouros","Total do município"
"MG","Conceição de Ipanema","36947-000","36949-999","Não codificada por logradouros","Total do município"
"MG","Conceição do Mato Dentro","35858-000","35864-999","Não codificada por logradouros","Total do município"
"MG","Conceição do Pará","35668-000","35668-999","Não codificada por logradouros","Total do município"
"MG","Conceição do Rio Verde","37430-000","37439-999","Não codificada por logradouros","Total do município"
"MG","Conceição dos Ouros","37548-000","37548-999","Não codificada por logradouros","Total do município"
"MG","Cônego Marinho","39489-000","39489-999","Não codificada por logradouros","Total do município"
"MG","Confins","33500-000","33599-999","Não codificada por logradouros","Total do município"
"MG","Congonhal","37584-000","37585-999","Não codificada por logradouros","Total do município"
"MG","Congonhal","37845-000","37849-999","Não codificada por logradouros","Total do município"
"MG","Congonhas","36410-000","36419-999","Codificado por logradouros","Total do município"
"MG","Congonhas","36410-001","36417-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Congonhas do Norte","35850-000","35857-999","Não codificada por logradouros","Total do município"
"MG","Conquista","38195-000","38199-999","Não codificada por logradouros","Total do município"
"MG","Conselheiro Lafaiete","36400-000","36409-999","Codificado por logradouros","Total do município"
"MG","Conselheiro Lafaiete","36400-001","36408-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Conselheiro Pena","35240-000","35245-999","Codificado por logradouros","Total do município"
"MG","Conselheiro Pena","35240-001","35240-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Conselheiro Pena","35241-001","35241-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Conselheiro Pena","35242-001","35242-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Conselheiro Pena","35243-001","35243-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Consolação","37670-000","37679-999","Não codificada por logradouros","Total do município"
"MG","Contagem","32000-000","32399-999","Codificado por logradouros","Total do município"
"MG","Contagem","32000-001","32399-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Coqueiral","37235-000","37239-999","Não codificada por logradouros","Total do município"
"MG","Coração de Jesus","39340-000","39349-999","Não codificada por logradouros","Total do município"
"MG","Cordisburgo","35780-000","35784-999","Não codificada por logradouros","Total do município"
"MG","Cordislândia","37498-000","37499-999","Não codificada por logradouros","Total do município"
"MG","Corinto","39200-000","39204-999","Não codificada por logradouros","Total do município"
"MG","Coroaci","39710-000","39714-999","Não codificada por logradouros","Total do município"
"MG","Coromandel","38550-000","38569-999","Codificado por logradouros","Total do município"
"MG","Coromandel","38550-001","38554-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Coronel Fabriciano","35170-000","35176-999","Codificado por logradouros","Total do município"
"MG","Coronel Fabriciano","35170-001","35175-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Coronel Murta","39635-000","39639-999","Não codificada por logradouros","Total do município"
"MG","Coronel Pacheco","36155-000","36156-999","Não codificada por logradouros","Total do município"
"MG","Coronel Xavier Chaves","36330-000","36334-999","Não codificada por logradouros","Total do município"
"MG","Córrego Danta","38990-000","39099-999","Não codificada por logradouros","Total do município"
"MG","Córrego do Bom Jesus","37605-000","37609-999","Não codificada por logradouros","Total do município"
"MG","Córrego Fundo","35568-000","35568-999","Não codificada por logradouros","Total do município"
"MG","Córrego Novo","35345-000","35347-999","Não codificada por logradouros","Total do município"
"MG","Couto de Magalhães de Minas","39188-000","39189-999","Não codificada por logradouros","Total do município"
"MG","Crisólita","39885-000","39889-999","Não codificada por logradouros","Total do município"
"MG","Cristais","37275-000","37277-999","Não codificada por logradouros","Total do município"
"MG","Cristália","39598-000","39599-999","Não codificada por logradouros","Total do município"
"MG","Cristiano Otoni","36426-000","36427-999","Não codificada por logradouros","Total do município"
"MG","Cristina","37476-000","37477-999","Não codificada por logradouros","Total do município"
"MG","Crucilândia","35478-000","35479-999","Não codificada por logradouros","Total do município"
"MG","Cruzeiro da Fortaleza","38735-000","38739-999","Não codificada por logradouros","Total do município"
"MG","Cruzília","37445-000","37446-999","Não codificada por logradouros","Total do município"
"MG","Cuparaque","35246-000","35247-999","Não codificada por logradouros","Total do município"
"MG","Curral de Dentro","39569-000","39569-999","Não codificada por logradouros","Total do município"
"MG","Curvelo","35789-000","35799-999","Codificado por logradouros","Total do município"
"MG","Curvelo","35790-001","35797-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Datas","39130-000","39134-999","Não codificada por logradouros","Total do município"
"MG","Delfim Moreira","37514-000","37515-999","Não codificada por logradouros","Total do município"
"MG","Delfinópolis","37910-000","37919-999","Não codificada por logradouros","Total do município"
"MG","Delta","38108-000","38109-999","Não codificada por logradouros","Total do município"
"MG","Descoberto","36690-000","36699-999","Não codificada por logradouros","Total do município"
"MG","Desterro de Entre Rios","35492-000","35494-999","Não codificada por logradouros","Total do município"
"MG","Desterro do Melo","36210-000","36211-999","Não codificada por logradouros","Total do município"
"MG","Diamantina","39100-000","39119-999","Não codificada por logradouros","Total do município"
"MG","Diogo de Vasconcelos","35437-000","35437-999","Não codificada por logradouros","Total do município"
"MG","Dionísio","35984-000","35985-999","Não codificada por logradouros","Total do município"
"MG","Divinésia","36546-000","36549-999","Não codificada por logradouros","Total do município"
"MG","Divino","36820-000","36827-999","Não codificada por logradouros","Total do município"
"MG","Divino das Laranjeiras","35265-000","35269-999","Não codificada por logradouros","Total do município"
"MG","Divinolândia de Minas","39735-000","39736-999","Não codificada por logradouros","Total do município"
"MG","Divinópolis","35500-000","35516-999","Codificado por logradouros","Total do município"
"MG","Divinópolis","35500-001","35515-999","Codificada por logradouros","Exclusiva da sede urbana"
"MG","Divisa Alegre","39995-000","39997-999","Não codificada por logradouros","Total do município"
"MG","Divisa Nova","37142-000","37142-999","Não codificada por logradouros","Total do município"
"MG","Divisópolis","39912-000","39914-999","Não codificada por logradouros","Total do município"
"MG","Dom Bosco","38654-000","38657-999","Não codificada por logradouros","Total do município"
"MG","Dom Cavati","35148-000","35149-999","Não codificada por logradouros","Total do município"
"MG","Dom Joaquim","35865-000","35874-999","Não codificada por logradouros","Total do município"
"MG","Dom Silvério","35440-000","35440-999","Não codificada por logradouros","Total do município"
"MG","Dom Viçoso","37474-000","37475-999","Não codificada por logradouros","Total do município"
"MG","Dona Euzébia","36784-000","36787-999","Não codificada por logradouros","Total do município"
"MG","Dores de Campos","36213-000","36214-999","Não codificada por logradouros","Total do município"
"MG","Dores de Guanhães","35894-000","35899-999","Não codificada por logradouros","Total do município"
"MG","Dores do Indaiá","35610-000","35612-999","Não codificada por logradouros","Total do município"
